after_best_ratio,after_qualification,before_best_ratio,before_qualification,change,changed_fields,pair_id
0.9999527953444997,no_sampled_paired_gain,0.9999527953444997,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-AMIMRNSIRUDHCM-UHFFFAOYSA-N
1.7248291106649385,local_model_hypothesis_requires_validation,1.7248291106649385,local_model_hypothesis_requires_validation,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""paired_gain_point_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-CSCPPACGZOOCGX-UHFFFAOYSA-N
0.9999527261284408,no_sampled_paired_gain,0.9999527261284408,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-DKPFZGUDAPQIHT-UHFFFAOYSA-N
0.9999381973361063,no_sampled_paired_gain,0.9999381973361063,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-HYBBIBNJHNGZAN-UHFFFAOYSA-N
0.9999472198466839,no_sampled_paired_gain,0.9999472198466839,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-JHIVVAPYMSGYDF-UHFFFAOYSA-N
0.9999590245621628,no_sampled_paired_gain,0.9999590245621628,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-LFQSCWFLJHTTHZ-UHFFFAOYSA-N
0.999966416870123,no_sampled_paired_gain,0.999966416870123,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-LRHPLDYGYMQRHN-UHFFFAOYSA-N
0.9999511333651273,no_sampled_paired_gain,0.9999511333651273,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-MLFHJEHSLIIPHL-UHFFFAOYSA-N
0.999977914515725,no_sampled_paired_gain,0.999977914515725,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-MSXVEPNJUHWQHW-UHFFFAOYSA-N
0.9999579854203464,no_sampled_paired_gain,0.9999579854203464,no_sampled_paired_gain,changed,"[""adaptive_stop_causes"",""continuum_convergence_claimed"",""evidence_limited_edge_count"",""evidence_request_count"",""reference_blocked_point_count"",""required_studies"",""water_reference_status""]",water-MTHSVFCYNBDYFN-UHFFFAOYSA-N
